Filename,Phonetics
cdcc0adbec0d4e47b8c58d903bba5cba.pcm,ka
cdfa961a9a674de0b4ed59aa5741cce3.pcm,ka
cfdadc1620404881a285fb94e3f1f53b.pcm,ka
cfef78d6f59d43d981def082e9c3581f.pcm,ka
d0294371db4d410fbf6365c85ef3cb31.pcm,ka
d160081828184d42a304ff648e07f982.pcm,ka
d1fa74a65ac047eb9100e05616962a32.pcm,ka
d2452ca271be4025bb9027a5405088cb.pcm,ka
d2924f72af20452fa551fd8ee9be091a.pcm,ka
d40e76917a18411980b6cdb739d8be2b.pcm,ka
d47d8e6ec54f48b291cdff345fde8e8d.pcm,ka
d78be5e213884ed4aa59fb202a8ce23f.pcm,ka
d8caae2f3051457184d1b5e1dfabb94b.pcm,ka
d8f5b572868f442195c3a60692f53a47.pcm,ka
d9be3914922e4026bb40b1052d51562d.pcm,ka
db4b46b458f24565ab420d7577d40a41.pcm,ka
dc42470bfc5b4a64971063f407362d6f.pcm,ka
dcdde24088f44dd7aee0d43398ec4aa9.pcm,ka
dd6730255b1a449c958d6edf6e3f98af.pcm,ka
ddf288eb4f6641b4a717d6a0c26bb71e.pcm,ka
e028b3bf11484d369efe98da16c57dff.pcm,ka
e17703d48efe485286f951b221d5d0b7.pcm,ka
e2229e5649544caa99fd380db23537db.pcm,ka
e2aae1b226874241bbeb9c9e0705f2c1.pcm,ka
e2b6d5b5aaff4fc8bc725524c1b981c2.pcm,ka
e705f175d03e48ad9a08dafae2f110a3.pcm,ka
e731b60463304576b747fe45acd38113.pcm,ka
e89c1432cf0c41cbadb672e87d819fa1.pcm,ka
e99ae65515394f9bb097bf6aefe8798d.pcm,ka
e9ddda32cf7e4fc59cbd5705f6ef5ae8.pcm,ka
ebafc7a897c74c108995f85917627c3c.pcm,ka
ed574e69e75d45feaccdb040d97dbb8d.pcm,ka
ee8f757b567140d19838d3b530540dce.pcm,ka
ef0c817576da44c78b73d46ab1d018e2.pcm,ka
efbb35f71b5b496f85e5eef3da3ee31d.pcm,ka
f036cd2956604ff786620aef559cadcc.pcm,ka
f0641c0b68154d4d86f9dbdb33395aeb.pcm,ka
f07ac9ecbc964cae94fdfd3179c5b95c.pcm,ka
f127cc81539a4c8991843c7d651748a1.pcm,ka
f1f200a8001e4fb5aa3d3b0251af081a.pcm,ka
f394ac042faf4ae496bb604079051b4c.pcm,ka
f3d49109d7f14b32bc574fd169654d35.pcm,ka
f42c85bbea80455a8da6dfe74f27e27e.pcm,ka
f4c067138702453786f2705b2303de9e.pcm,ka
f516a6b41da143869d863dace16f9e06.pcm,ka
fcd471e43ad5400ca0d60d0ac3a87b14.pcm,ka
0223288072be4054aaf260ab028fa0c4.pcm,ke
022afddc7e2a4c1da2be61c84b8218a1.pcm,ke
026ed1e26de248e1bf884560db48a75e.pcm,ke
09d4b29285ca4433936d1fc1c2695163.pcm,ke
09e82b0bbe264b999a22ed7764326848.pcm,ke
10171c5de72d48d08b26c36d348d3fda.pcm,ke
1ca514e9800b43ef9385d20febfebe79.pcm,ke
1f6f6506d2b2476ba66d85fb0d43d08b.pcm,ke
43bb92e26ce24d619914e700e1538c7a.pcm,ke
48956aa1686f44a8a5dba0111185f98f.pcm,ke
4c234de876bf4bd1bd4cdc5ea9199714.pcm,ke
4eae2337282440118805b44e3ef5e75b.pcm,ke
531e3d6d98724400960bdf0c00a9a53e.pcm,ke
56820253d4f541aabdd97325ea043577.pcm,ke
5b44582753ec4b038b9877256db86e45.pcm,ke
5b6e9044401b48bbb66fc2be7d538904.pcm,ke
72924c3628654558a026e6fbb33a1c35.pcm,ke
7adf7b6f2e4a434988db692f685005f8.pcm,ke
8482097df9684cf3a28f405d387bf4e2.pcm,ke
905ae124d4464676b57cb021353eb440.pcm,ke
bd60b2a54afc4e35af58071fea477c40.pcm,ke
bf847edbc99f44c5bc39094dc7a3c7df.pcm,ke
db625a75c1654eb9972553fd42b0d127.pcm,ke
e7ccd1bdceef4f0b9ebbadab5cc57e15.pcm,ke
ed4c5c9db3b84de2be7ee66b65bd6a7a.pcm,ke
f1148b3750d84063aad38689fbe17bec.pcm,ke
fdbb9f5aa8254c0da03236ee5eee141a.pcm,ke
00ea67f4873f4f4dbb8b062197c77395.pcm,ki
02fc9b6b59044304b18060c6e9df5d37.pcm,ki
05bb1b052dab4bde9405036c8466ffd5.pcm,ki
0ae95a6f4fae4245bbcb1a04becea3ca.pcm,ki
0dca2f1e5a0b40c8a2027981d5451310.pcm,ki
1abeffe6df9648bf91548c981030ad6b.pcm,ki
2061cd4c9d744fc78a95fd258c330625.pcm,ki
235d694c1eed417baa53c02c1b95babe.pcm,ki
31dd2414695c4ffc8ea4b8ef5d3a8901.pcm,ki
346c53bbdfa54940883d7e46fda4bc6e.pcm,ki
387e95da3dab42e09b95c8af198f50d5.pcm,ki
39fa913a561444b8ad2527b2f2010289.pcm,ki
3b6148294a6246358417688b033e5f2a.pcm,ki
42379a3df3c247648e8663f2d5523a89.pcm,ki
462478bf0585497d828b5d36fd6af397.pcm,ki
4bb6b145fd9a46e094693264639dabfc.pcm,ki
52cee90fd99a4b7bbc5d95ae3836d3d3.pcm,ki
5966659958bd4a6fa134c99de90a7e4e.pcm,ki
5a57aec3251142d5b11e96b4c4e20934.pcm,ki
5eb79cf903b742b8bc93e2fbe98ebb0f.pcm,ki
62cc15274bdc41cfbb0e9e68ce6bc0d8.pcm,ki
635c5acc607e4561ac50db14b91dbe7f.pcm,ki
71be562bd085403d8c7faa7d64d6466e.pcm,ki
768b160cc016474b8ce0f854ffd25708.pcm,ki
789a1633acc042c7ad3e4caad4598f3b.pcm,ki
79daf58916ee4d7984b62cbbf5217095.pcm,ki
84204b9774574b978e7112266fb7a4ca.pcm,ki
88c82f6d648248c1ab9e545716255860.pcm,ki
95a637ea6d914478a38826bdd2e5c3a3.pcm,ki
9d088adbf2b9400aa11fe668a5500753.pcm,ki
ada7c25d02254af89ff44f58a5cf3db1.pcm,ki
ba7000d4172741b5804da119efb57e5a.pcm,ki
bb27f64dff944909b709429c436a5404.pcm,ki
bbac404a77a3498985c6b3e39b5d55b4.pcm,ki
bbef467923924516b1bcca71d01a7b6c.pcm,ki
bd644e20f7ee4d0c86ddbc4937da4f02.pcm,ki
becc24abef53446f8350360c57fcc1c4.pcm,ki
ce5b9d1207c74f2f9e1616500f99535e.pcm,ki
d367e20a117d4171945f9c0eb7765f7c.pcm,ki
d6584d090114462796ea4b67cccab485.pcm,ki
e0ea5a5e3b2c43a6bf3c7af2220ce294.pcm,ki
e2e4679e675a43059850927e34128c67.pcm,ki
e3922ed9bb18449bb9fcd732f33d6cce.pcm,ki
e46c9c01374144e2aea4b08a32a3c7d7.pcm,ki
f60c19eb223d49458814ca7c99d1fd0d.pcm,ki
fb9877ce058f43fabfc7c4ff8afd9c3a.pcm,ki
fd37da87364141a8b8930959be876eb8.pcm,ki
fdd208765d1341359c651729871d2f1b.pcm,ki
fdf7ad201c954be3a40ae6d58169fc4f.pcm,ki
041aec8190a14ea0b5288ca05e7b1013.pcm,ko
04531d5c3ca349c7adef5e77e303d5fe.pcm,ko
0546e1a048f54b359a1b9aa2366b0338.pcm,ko
06c2372dd8054a1d88b34b0bff7110af.pcm,ko
08675e5c46dc455999c067e818226ef6.pcm,ko
0a396406b3a148458892049f03cee9be.pcm,ko
0a48f9d189e6433a9a7be8de226d2b8c.pcm,ko
0a578ce5686448389758d18ec075796f.pcm,ko
0a762ababf54474bbcf1e8964a3f712f.pcm,ko
0dd1d5659d384600affa17edec208c8d.pcm,ko
0df4bbc4a09a432683cb2111c97de803.pcm,ko
0e26b84c2a7c43a581ae5618e9791902.pcm,ko
0f355825d0e44ca6a405ac39b1517a7d.pcm,ko
102fd6e2841e476399a0daa51a16d8be.pcm,ko
118e04ce69274c9795f564167dbb2c33.pcm,ko
11c1d396a1534e8b90d3e9e6e974ea9c.pcm,ko
122fe2ebfdea40bc9680e17dfd8fddad.pcm,ko
12bb4dd22e4842139c2382835d37e830.pcm,ko
130bedadf35f4ebf96707880bd2e7ea4.pcm,ko
13d2495fc909414b837c1c4ca1d9a9a6.pcm,ko
1671a80299e246ffb11927acb5d921f6.pcm,ko
1bd660a6825d4cb1a5eb8198c68b3b2a.pcm,ko
1c63387263a84dfcbf1cf9cc14b8a007.pcm,ko
1d72d9b7942c44608de9686cdb134b50.pcm,ko
2003f5e405874a21a270009e648f728b.pcm,ko
212fd72d05c74354a5f5e60cb220f0f9.pcm,ko
231de41a29864ae382e441cacb87398f.pcm,ko
23895cabab5f466cb787608f4d0005c7.pcm,ko
2419fc4012334a658017f1d76f68982b.pcm,ko
245f600291dc438db24d8e86a74efe82.pcm,ko
24ee25527f7344038d32347fe93a08a1.pcm,ko
251e82f2af8d4283a871667ef802c6fc.pcm,ko
27657d6abd604f28ace9e0004fd52f37.pcm,ko
280ea3af13c7431a93e21a32aab3bde4.pcm,ko
28564e4bc400438898187c066bff97e1.pcm,ko
29a1095a62c044ec8de5a16d1b972161.pcm,ko
29bbe693c10545198fdfd2c7855a9524.pcm,ko
2ae3539e53784de2b4cf16553d419cf0.pcm,ko
2b7f561377a249aeb551927694c4df87.pcm,ko
2ebf14fadc484294aa61ca4a89e75f53.pcm,ko
2f1d99d3f296420a9f9133617e8766b6.pcm,ko
2f33a0aec0794397ad2a269154b0be71.pcm,ko
32d90350f3234a41a02123a139db4f66.pcm,ko
339293a85e714b3cbe4047afe4ab5e29.pcm,ko
3625190a315e47078a7d89e58cd1c510.pcm,ko
37c1e735d66a4561b2e18e4b09af0900.pcm,ko
3cfc0f614293492784cfd829a5b7fd60.pcm,ko
3e73daaf40da40e1ad6986c699b0bddc.pcm,ko
3f2e0e548d3e43388590a6be6dae269b.pcm,ko
40268af1c190417b8b0159d201cb7990.pcm,ko
404335c4eb304f04bceb4bf9cace9d95.pcm,ko
44314c9d5fea40d6845138d8a4663ecd.pcm,ko
448d9d45dee54ffbaa5ca0ace1ea82cb.pcm,ko
45e8509980654b1b9ee3be8fd1451c98.pcm,ko
47cee4427c9b492ba8f1985f59c92369.pcm,ko
4a934b237a814bc09ae75425f0856c1a.pcm,ko
4fe194f4aed245f297ee1ea58fe0512a.pcm,ko
5068aee6f76941c98f5c260bcc9456b7.pcm,ko
5519835c8c754974a2b374bf99cad0df.pcm,ko
5b2c21a2f2af4b1db045d0ef23716622.pcm,ko
5c7c8f883e024d95a0415e420a2f936b.pcm,ko
5cb0d677e717458ba1089484a9c5dee9.pcm,ko
5d8b4739746045998e90ab909093dc62.pcm,ko
61c604851c5f4619be94c8e031cbd627.pcm,ko
61ea8ebe4e4d4f4689e050e594b81dd5.pcm,ko
64c2f16b5b194ae593916981fc409492.pcm,ko
64fd547358dc4275be0b2b2e5e971cbd.pcm,ko
66c3a7b702554cc8919db631757a4aa1.pcm,ko
6894bd528d244fe69f510c28cfb6703a.pcm,ko
6962cfe39c47425885c4ffa754d85045.pcm,ko
6a566488408c40518ff6984288d032c6.pcm,ko
6a8d85a15379429c9d6a5e0a5bc1469c.pcm,ko
6b1e64d9ae6a4f1d9d7c0362b0fb1b2f.pcm,ko
6b22a6cfbf3749a7a56b5953c8c70074.pcm,ko
6cd63d9c80b64c299daa6c16c003ef1c.pcm,ko
6e29ca684c1346559be241428ab282fd.pcm,ko
6f0aa02f781c448590c3d38b855c5be2.pcm,ko
6f92fe5cb35541cca8db3e25006ff655.pcm,ko
703e541403634dd4b0d7ab79b322a5b9.pcm,ko
71b89dc570184d3b851ab4bdb29ce0a3.pcm,ko
720280fe3715463aab198fc1c312eff5.pcm,ko
7253e6aeecb445f39e2785fec7582c7c.pcm,ko
77f6cbcd5436416da89d47e37487bc44.pcm,ko
792ec54fb41e4b36a7803bb74b4c844d.pcm,ko
7a0eb733fc0c4f0a9f37c36ab6c276f7.pcm,ko
7c64eda983594cf5ac56efca14ed5809.pcm,ko
7dc7b0924634430a8461958f4dbb08d2.pcm,ko
7f58dcfcd1934b2c801c75a22c96ca4a.pcm,ko
7fa0029e72884b25be070c34dced2aa7.pcm,ko
80c28600d2344b7f85b1b136831b7724.pcm,ko
83bccdff7c8442e5a263682e6c7474b8.pcm,ko
857222a268f945a9b815fd60bed0bc96.pcm,ko
888c0628b11140d2bf14c82393e1eb88.pcm,ko
8ac29d2cb914468c80ad533dba33af65.pcm,ko
8d8a52ef28f04878aca1bc0b3f72aa38.pcm,ko
8e75214a7a104062a9e94d4bf2f0b36a.pcm,ko
900cce714848428eb1d5417338f8f331.pcm,ko
91fdf6f96a534c919e0660f48b87f0fd.pcm,ko
92b67c5355b34169bc65120f37ba445c.pcm,ko
938c098d44d447ec91d7fea6e3794185.pcm,ko
93f694d402e64c569b9fd311730872be.pcm,ko
946433fc36ba48acb6bce6803338dde9.pcm,ko
9667f63437fc4063a706247aaf026185.pcm,ko
99d1dc0d8e9043beb5049c915a02bf65.pcm,ko
9b1818e499704314ae3cc1463899b1bc.pcm,ko
9b2b662570da4f2c8a3be6a5ceabefa2.pcm,ko
9d2750d031f143a5863a7ee3f1930572.pcm,ko
9f2eeb560e224787aa1e7499ef476d41.pcm,ko
9fab1d352a8a4dfcb80dd46b1737e14a.pcm,ko
a02bdc3c333749609e4c2899dd275e17.pcm,ko
a0491a0614ac4b219e1f9a44d712dbb5.pcm,ko
a687b711bc6341c7a745e99b248adce8.pcm,ko
a98cbe70206f4092a3960e1f50bf3bee.pcm,ko
ab75781abc5143b6bd0881a88b6200fe.pcm,ko
abd49eead48542e1aef181cbd749dfc3.pcm,ko
ac6a6f5d920d415896728b89b1cba999.pcm,ko
ad6f81c5e94f440bb16d8f1162a96d54.pcm,ko
ae5aca8e23394f148a21f20490b58e25.pcm,ko
aece4d5fbe7e4483878805a1ffb4799d.pcm,ko
b3e8287e12ca4e8f861a38625e2f0aeb.pcm,ko
b4d36417ffa5428e976000126efbdaa7.pcm,ko
b54bf6fb25eb4e2d8948572105f984c0.pcm,ko
b5a0fa4ee4904d1dab40ff21b7c0fc5d.pcm,ko
bb30e484dfbe4f439e4ce7fbf69a280b.pcm,ko
bc5e1991e9284e36add3d172e123d219.pcm,ko
c013c1fa3d474ce080d66bf2667a72ba.pcm,ko
c1119d59d78147569e91f82c60bcd6d9.pcm,ko
c1796c2f5f2f4f839f488a4b9046dcdc.pcm,ko
c4670597d3224110b2404ddf37c6ae18.pcm,ko
c48ce62b386f43328343544ba2e3e63b.pcm,ko
c6465d3f051d4ae0b73af2d788722e71.pcm,ko
c66ccdfbb6e04ed3bc9f60375b7eb15a.pcm,ko
c6a10af406cb4cd4b27c5d26ef8b46bd.pcm,ko
c6cd9a03acf249839fc018e4fb6c60c1.pcm,ko
c82c68eb16734afd9c105c68176b3312.pcm,ko
c9e9498b7d804b82bb871dc4c9cd4dd9.pcm,ko
ca29c24f2bd84a9cb85350088a12d59c.pcm,ko
ca8a7633c3ea4f8cb7fc7a70217514bd.pcm,ko
ccd4bcdef4824cc0a79ae6258cdacd32.pcm,ko
d0777f5885024b4390eba4c7edc708bd.pcm,ko
d2497133c2c843898740d1a6d91f9086.pcm,ko
d395fe0984de4e018d621bff1c59aa4e.pcm,ko
d57843a6e80f443d90a03dcda2555c83.pcm,ko
d61574b0724a4ca3979b34be39091d34.pcm,ko
d6e79489f84c475a9b85da8c60218de2.pcm,ko
d9300b6b82e14c189a24e6e60e6e635e.pcm,ko
d96245824d78446b8ff6866e3d4d082d.pcm,ko
d9a64ef634564e3595f30b97f52658e7.pcm,ko
da163be8c3a4411b8e48b175a4496e54.pcm,ko
da5828f00e6b47958a01d1dfff367098.pcm,ko
dadcfb5836b64e63b85b86283f9146da.pcm,ko
dd28cf39586547b799cadbc705f13205.pcm,ko
df2d07fcde974e80a91fb3feea5a31ad.pcm,ko
e223854ae1874dd6a47e3c9d198962d4.pcm,ko
e50cf79baaa04308a0d4a29714432a72.pcm,ko
e5b7bce8ef9d4d3083471097b59d98cc.pcm,ko
e6b2c2643aac4486a97bcae4abaa0266.pcm,ko
e750411dabf4470ea644365417d626eb.pcm,ko
e7999c49b7744c0cb79327399fd2910f.pcm,ko
e83f773af4cd4455a19c67238f166969.pcm,ko
e93c0f3062594c1f98d7a033f2660074.pcm,ko
eb0794fdeff44685be4149325d11fc43.pcm,ko
ec8d4de47ca049acabfba260dd76ce37.pcm,ko
f0d8d84d1e224c5fb3010d7025a007cc.pcm,ko
f3f0ce3b3c1641ad8d094dbd59443e54.pcm,ko
f58a173ee894403093011ee274f019a2.pcm,ko
f8fa366631fd426f8718337613d9566c.pcm,ko
fa800d1e75c54e9a826c2f761ea72be9.pcm,ko
facfb60ab74e46e4a699f99c0660936b.pcm,ko
fc249d3196c24cd8b547d2e3644b4f3c.pcm,ko
fce168b17e5c44db9b9f665fe497fa49.pcm,ko
fce1d11a507942588330175a1e4a74b0.pcm,ko
fd457d30bbb64ce1a4dcb7e65e63923c.pcm,ko
fe28697c82d244a5a7fb1a17ecc257c8.pcm,ko
ff63977f5f704da8a942474b73cca087.pcm,ko
026d22556bc54a74841901d58a2ebeb6.pcm,ku
0362ee03de8d4f8ab9adc1ca413efb04.pcm,ku
082e7c69ced240db934bbdcf277d71a9.pcm,ku
0a302239bf0840a7aa62189905c27bcf.pcm,ku
0adc541180304f9681f83a5a518b726f.pcm,ku
0b75b0f66e56477ba3fd3fd4ad31f2dd.pcm,ku
0ba853594369442fa6b8909d3832dcf2.pcm,ku
0bed43551de64736864d21b0909063c2.pcm,ku
0ceee2c58b1a4ed99947624764d6ed9f.pcm,ku
0f462cea094a46fda237708f10e2ab04.pcm,ku
1144029498d74103bb8d73ecc5f4d69f.pcm,ku
1194570325d841aabc30301d9cd5a839.pcm,ku
15bf61b96d954da2b95e767759ed7591.pcm,ku
20c214b23ec646869de1cc45863ffcdf.pcm,ku
2571345ea2b14ffe8134276dee87cdd5.pcm,ku
25d9b93b6a134baaa3ac5db0f2ec0cb3.pcm,ku
26616a578d5745a2b76f63a2285b235b.pcm,ku
26cd5a890e6b49c3b1efb68fd2aa252f.pcm,ku
294b83a60f8845259bed490316044da0.pcm,ku
29906708049a488cb7d77571dea1de17.pcm,ku
2ab239fed35d4f65bb5e9ef388c376c3.pcm,ku
2b0cc2990f5146edaab7e9a1af12aa7f.pcm,ku
2c41d885b17e4cbebe2f3cd86dbd4b60.pcm,ku
2cf8fda939fb473f99e5ad3ea2747a52.pcm,ku
2fffb2a80e7b4b3387f55e9b14046bc2.pcm,ku
39945070ab65452794d19e20d7089f42.pcm,ku
3acf0f98984247649566cd90be064715.pcm,ku
3b1bc0ea119842a1ba5919c93989bd2c.pcm,ku
3bda7e2e4529404ead1c5c8f6272a697.pcm,ku
3e6a9151a16a47e288d0beaf014f2855.pcm,ku
3e76330209a64cf5925f055bf5e72fd8.pcm,ku
3ecbae5ad1b649f4bb198d21d87a9a1f.pcm,ku
40f063c0491340e29e5d914f05d62bf5.pcm,ku
42967c27868f433b803f7d977b489ad8.pcm,ku
42a3d02c74d04a699b48d2ba36f1e77a.pcm,ku
444fe9cea3064ef78588334a2a0ca1f6.pcm,ku
44e5d15e30c04896b3f014559603e628.pcm,ku
46767abacee24af2af1dced2d7d2fda9.pcm,ku
471bcaf0529648caa7a7125ece3faf33.pcm,ku
47581fa0d58542bda278c752c53812b4.pcm,ku
4b1369fc4b5144e791f0ce280d444b12.pcm,ku
4b82bcdabd7c4a058fa35cdf19934faf.pcm,ku
4d6db783ebdd4dcfa123773b28500a30.pcm,ku
4ec48200fce446878be1dc5ecaeee396.pcm,ku
54b56ea80f8548d094896108c5eb47f0.pcm,ku
55b8cff53f484f42b78c52b895e09764.pcm,ku
57adca8cc01b4cc5be353ec9056dfc93.pcm,ku
5c7e2df750fd441b973d2357d4c87d88.pcm,ku
5d3678a179224878b88f07ad1fd83607.pcm,ku
5ef30acb95f54e86ab89b172a1d8dfd2.pcm,ku
5efed80521b54e0db94510791f4e1a1c.pcm,ku
63a992bda6084acc9f41850c3c713534.pcm,ku
64ea22b78f8e41c685965c9990a86758.pcm,ku
666d2f3b09494bb5aa2772c61297f63b.pcm,ku
69fe906a32ab408fac5f2b42e27228d0.pcm,ku
6abd4fbcc2224469ae14fc604c0e51fe.pcm,ku
6fc5ba732b54455e8a3e548df8245ea2.pcm,ku
705c5c49a85b4e66979de2e0e0ee8853.pcm,ku
7116526df2e749a2a9b9ddf2887df333.pcm,ku
74b7d3a7eb264c42a2321454276ed697.pcm,ku
7519040895eb48f1b5f3944438c9accf.pcm,ku
77d10f9a672f43d3a3803f434343d6eb.pcm,ku
79d68f2b785a46d2b253433173302671.pcm,ku
7c5785691fd24f999d161b6d3b247267.pcm,ku
7c77424d60104555a3e7ff8b9a6c7793.pcm,ku
7da35566ad894854a00fc9b53bc2b0d3.pcm,ku
7dfcd62455024c32b0e61d8baca887fe.pcm,ku
7f569b228d7c44b3a17f883c2d3f324e.pcm,ku
7fc55f28394547b48121238e243b30a5.pcm,ku
8028dde9f85e4843a2f15eacfef7e35b.pcm,ku
843a1b3e6e264a648b48779cff1b9ddc.pcm,ku
92b29c5f6d464bdf8bdea9b9e6437442.pcm,ku
92f19088cf7b4492bf1ec1c5b6fea4dc.pcm,ku
94d44da193fc458db8bb37f1768ac775.pcm,ku
964600af29cd4da2a2587cd74e82b45c.pcm,ku
9b9f81aab5524dd4bd372fb8fad8b9aa.pcm,ku
9cfa1aa9fc054a1cad8cd789d11dc58a.pcm,ku
9d18e18ebe7b4579a2e13427345ffe69.pcm,ku
9d677d9ce05b47bfa64d0b58b2869b19.pcm,ku
9d7f0d5dec36452692c3ee50acf41592.pcm,ku
9ddcefe137cb47b383434b96dcfaf6af.pcm,ku
9df1395b7ec74c0e93713cd2c88da0c4.pcm,ku
9e66758e06914ce7959c88ffb60fe901.pcm,ku
a0bb51e7cd004791913f902ae44819f6.pcm,ku
a3802cbc3ef2464ea68e5854d8f59b17.pcm,ku
a56762c7b60d4224b47b9ce4823a3d6f.pcm,ku
a892b5e49a854dc7a3320010622c1a7b.pcm,ku
a98045a8426a4d5982b670b0ede60140.pcm,ku
a9acaa2bdf2a415ead636126bd10622b.pcm,ku
aaae606e14d144e7add8e41da12a8292.pcm,ku
aab0b88dd4f54e9f800a59364bd52855.pcm,ku
ab797688197443c8a985594608412642.pcm,ku
ad00d00436f74dcda1a347553a5babfb.pcm,ku
ad54223202bf4cd8ba60895ce0622a51.pcm,ku
b0dbd6c16ab945e1a19230625d35add1.pcm,ku
b31f7037dd694b10b7970dd15bffa5ce.pcm,ku
b3884723c91f4fbe95ee6fb4f3743afd.pcm,ku
b5cb08e71b2d4977aa161973161dbba6.pcm,ku
b616ec07a17d4251970b6005cac49bb6.pcm,ku
b623788105cd4efab8da6d75fe0e80fa.pcm,ku
bd5af02296294b13bbac1f60c9db64d8.pcm,ku
bdb84b88ca9d4e4aa55ba9fe4d14bd26.pcm,ku
c4776181dc314a14b74e635bb3e65ef9.pcm,ku
c4d357f6f1644dcb86ed2cc6106a4208.pcm,ku
c55894d5a238435581184ae4b86c4fac.pcm,ku
c97038e76a3846a589b58b8f77bbca97.pcm,ku
c98f8e0fee1c434e85fa03100f9176e9.pcm,ku
cc6dd2b163fd4a8b9c9d459677e1df4c.pcm,ku
cd32cf37bf4648f0b986c09cb1cef726.pcm,ku
ce7027484cd34efd9f2bd9508beca643.pcm,ku
cfe2e4a108444f97ba0069c2fafdede7.pcm,ku
d4657b2bfb194626b01373ed898f2490.pcm,ku
d4e147b1393443edad443400bf1fdccf.pcm,ku
d83cb17003524d589fec16855764e231.pcm,ku
d843dce227c644bc84793d881a3550be.pcm,ku
db8e6524ad7d4d8585ab6c5d2d76ee7a.pcm,ku
ddfd8590f790428db2eca60e2fca02c0.pcm,ku
e0a21bf5f253418195db1a48a42867f9.pcm,ku
e60d8c949f7648de96203e1a4d11e1d1.pcm,ku
ec9709f94bfa4df985286f6a18045ef6.pcm,ku
eda31c1fd3124e85a3b68e49be569c1e.pcm,ku
f197dc0fb97f4440953307fc968b80bf.pcm,ku
f3d1092be3034909a0f94b81c93557c5.pcm,ku
f5398eedc08d43e6b6a1ac15c8048ec6.pcm,ku
f69bff31cbf74671942b1c34d6925f8b.pcm,ku
f836a06264664da4b18e76c857fcff58.pcm,ku
f8acbdb0499b4b319689d813c10f68ba.pcm,ku
f8c4589fc83342739cee839dc0ce4444.pcm,ku
f905ea11b3fa4ffeb9e356a8af9e33ea.pcm,ku
f94ad80d05324e53bc394838a82c7465.pcm,ku
fd9e9d24fbfb4548ae4c9d0266718427.pcm,ku
293a81a671b64d1dbf3ea3d55afba21f.pcm,kyo
3bb7d94394744b66bb48faba4935b491.pcm,kyo
3bc446c193074ee5ab9617f0656a112b.pcm,kyo
3bd6f73e0cb04f149eb321e5773ea3c0.pcm,kyo
557247b9f4454b4cae0ac619fdf11070.pcm,kyo
6e997056289f4fe8a5f5a232f3a8c9f5.pcm,kyo
0178b2e13800489e9735018a0768ecfc.pcm,ma
02de697fd03e498185c27e88d7dd3a19.pcm,ma
08c9c596d4ed45fb8def75c05cafa26c.pcm,ma
09579ac9c4094d54a36589972012b714.pcm,ma
0f7fb8d32b3046feba43fe10ac195a0f.pcm,ma
1073a22dffff4791acb41e6b5e60d714.pcm,ma
13f65694e3cb4c7e9f504f8f3b482796.pcm,ma
1621a1d2cf2d4e7494d702050349eb6a.pcm,ma
1689dabafff44b7d90217035d823b633.pcm,ma
216995ac6fd14879a2f69a500d1ac6fe.pcm,ma
23e810d496ed4bb2904974972c984d58.pcm,ma
2a1a60c021844024944f7ad6b1fe9761.pcm,ma
2c4bea7c1d2840e898fd1b4fe1fe5e67.pcm,ma
2df60975be8a4cbdbc2d76d68adec423.pcm,ma
30e58ba2393a475ab324a50f0810d7ef.pcm,ma
32ff2814b6824096b34a6855ea4ee5e1.pcm,ma
379254bd21304313af109a0553e36198.pcm,ma
488b3dbdc66540658ffcc2ca0e199d9e.pcm,ma
4aedf4d0c0c54f84be7b7c0f26ce8e7a.pcm,ma
4c1b29e8cc81412e826226f239c4e159.pcm,ma
53aa3839f162463db1e08d96e3106d6e.pcm,ma
552c668b439048ea93af2ed436454e00.pcm,ma
5d86dd91ef0f4fdb8ff587040fc03f3b.pcm,ma
5dd6a5a271a049808dc7aebd139e8756.pcm,ma
60fc483f4bcf4ac7a6025789858a0e33.pcm,ma
69849ce37859421584d0cf5c3032ecd8.pcm,ma
71e548944a7346249b9460a0e322e048.pcm,ma
86cd70dd29464f7dbf4b04d77546c5f5.pcm,ma
89ba14af23414b449f6666a5122ff13b.pcm,ma
937073ce677b4e4cadd35343b282825a.pcm,ma
9919ff2191c648dfb7d2083e01c743a1.pcm,ma
9c3ee49c255c472da0199869e4fbe533.pcm,ma
9f02262f89394ccdacc11c854ebe405a.pcm,ma
a03e78dc2efc4a9494258ebc151cf135.pcm,ma
a64076eb10a74aaa9c08f0e89ac75171.pcm,ma
a6f9d581c6bb4681b1249569e693bdf2.pcm,ma
a86939dada3849bd824a6a055709abda.pcm,ma
b98ae779c2984d858657f636e3c41b5c.pcm,ma
be53e02b93754f5c8628969757040c1a.pcm,ma
c8d3dcdf6e374998a3114a269128d803.pcm,ma
d177e0c28a43479c96e5cff4eff9f1a9.pcm,ma
d398305b75b04132a7ac0bf047d8f98c.pcm,ma
d61a548570434d6290bc4b1aaeb26f88.pcm,ma
d73c479b3938432aad8801cffb602fa4.pcm,ma
daffdacd287145e28140babbcb6c4316.pcm,ma
e4b0e3a2940142f98497d0b44b057cf0.pcm,ma
ed496b95ccc645d6beddab9257cf8ea0.pcm,ma
f01ef8953a72459a913924b7f78e942f.pcm,ma
fa2e184e4c484c2c842baf2e151f8cb8.pcm,ma
fb93301c6dd3420483f82152b0a0e915.pcm,ma
041edb977f0f47d18d042f68152da0e9.pcm,me
